"","year","oshpd_facility_number","facility_name","county_name","type_of_control","type_of_care","count"
"49",2009,70904,"DOCTORS MEDICAL CENTER - SAN PABLO","CONTRA COSTA","District","Acute",6277
"50",2009,70924,"CONTRA COSTA REGIONAL MEDICAL CENTER","CONTRA COSTA","City/County","Acute",11044
"51",2009,70924,"CONTRA COSTA REGIONAL MEDICAL CENTER","CONTRA COSTA","City/County","Psychiatric",804
"52",2009,70934,"SUTTER DELTA MEDICAL CENTER","CONTRA COSTA","Non-Profit","Acute",8437
"53",2009,70988,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","CONTRA COSTA","Non-Profit","Acute",19553
"54",2009,70988,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","CONTRA COSTA","Non-Profit","Physical Rehabilitation",467
"55",2009,70990,"KAISER FND HOSP - WALNUT CREEK","CONTRA COSTA","Non-Profit","Acute",18968
"56",2009,71018,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","CONTRA COSTA","Non-Profit","Acute",9055
"57",2009,74017,"SAN RAMON REGIONAL MEDICAL CENTER","CONTRA COSTA","City/County","Acute",5579
"58",2009,74039,"JOHN MUIR BEHAVIORAL HEALTH CENTER","CONTRA COSTA","Non-Profit","Psychiatric",2053
"59",2009,74039,"JOHN MUIR BEHAVIORAL HEALTH CENTER","CONTRA COSTA","Non-Profit","Chemical Dependency",723
"60",2009,74097,"KAISER FOUND HSP-ANTIOCH","CONTRA COSTA","Non-Profit","Acute",9046
"61",2009,84001,"SUTTER COAST HOSPITAL","DEL NORTE","Non-Profit","Acute",2776
"62",2009,90793,"BARTON MEMORIAL HOSPITAL","EL DORADO","Non-Profit","Acute",2965
"63",2009,90793,"BARTON MEMORIAL HOSPITAL","EL DORADO","Non-Profit","Skilled Nursing/Intermediate Care",73
"64",2009,90933,"MARSHALL  MEDICAL CENTER (1-RH)","EL DORADO","Non-Profit","Acute",6027
"65",2009,90933,"MARSHALL  MEDICAL CENTER (1-RH)","EL DORADO","Non-Profit","Skilled Nursing/Intermediate Care",438
"66",2009,94002,"EL DORADO COUNTY P H F","EL DORADO","City/County","Psychiatric",337
"67",2009,100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","Non-Profit","Acute",13138
"68",2009,100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","Non-Profit","Physical Rehabilitation",1
"69",2009,100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","District","Acute",1174
"70",2009,100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","District","Skilled Nursing/Intermediate Care",104
"71",2009,100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","Non-Profit","Acute",38296
"72",2009,100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","Non-Profit","Skilled Nursing/Intermediate Care",304
"73",2009,100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","Non-Profit","Psychiatric",2963
"74",2009,100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","Non-Profit","Physical Rehabilitation",598
"75",2009,100745,"KINGSBURG MEDICAL CENTER","FRESNO","District","Acute",1
"76",2009,100745,"KINGSBURG MEDICAL CENTER","FRESNO","District","Skilled Nursing/Intermediate Care",44
"77",2009,100797,"SIERRA KINGS DISTRICT HOSPITAL","FRESNO","District","Acute",4052
"78",2009,100797,"SIERRA KINGS DISTRICT HOSPITAL","FRESNO","District","Skilled Nursing/Intermediate Care",4
"79",2009,100899,"ST. AGNES MEDICAL CENTER","FRESNO","Non-Profit","Acute",27686
"80",2009,104023,"SAN JOAQUIN VALLEY REHABILITATION HOSPITAL","FRESNO","Investor","Acute",1394
"81",2009,104047,"FRESNO SURGICAL HOSPITAL","FRESNO","Investor","Acute",2280
"82",2009,104062,"KAISER FND HOSP - FRESNO","FRESNO","Non-Profit","Acute",8764
"83",2009,104089,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO","FRESNO","City/County","Psychiatric",897
"84",2009,105029,"FRESNO HEART AND SURGICAL HOSPITAL","FRESNO","Non-Profit","Acute",3633
"85",2009,110889,"GLENN MEDICAL CENTER","GLENN","Non-Profit","Acute",290
"86",2009,110889,"GLENN MEDICAL CENTER","GLENN","Non-Profit","Skilled Nursing/Intermediate Care",15
"87",2009,121002,"MAD RIVER COMMUNITY HOSPITAL","HUMBOLDT","Investor","Acute",2579
"88",2009,121031,"JEROLD PHELPS COMMUNITY HOSPITAL","HUMBOLDT","District","Acute",55
"89",2009,121031,"JEROLD PHELPS COMMUNITY HOSPITAL","HUMBOLDT","District","Skilled Nursing/Intermediate Care",28
"90",2009,121051,"REDWOOD MEMORIAL HOSPITAL","HUMBOLDT","Non-Profit","Acute",2044
"91",2009,121051,"REDWOOD MEMORIAL HOSPITAL","HUMBOLDT","Non-Profit","Skilled Nursing/Intermediate Care",32
"92",2009,121080,"ST. JOSEPH HOSPITAL - EUREKA","HUMBOLDT","Non-Profit","Acute",7136
"93",2009,121080,"ST. JOSEPH HOSPITAL - EUREKA","HUMBOLDT","Non-Profit","Physical Rehabilitation",145
"94",2009,124004,"SEMPERVIRENS P.H.F.","HUMBOLDT","City/County","Psychiatric",637
"95",2009,130699,"EL CENTRO REGIONAL MEDICAL CENTER","IMPERIAL","City/County","Acute",7613
"96",2009,130760,"PIONEERS MEMORIAL HOSPITAL","IMPERIAL","District","Acute",7458
"97",2009,141273,"NORTHERN INYO HOSPITAL","INYO","District","Acute",1286
"98",2009,141338,"SOUTHERN INYO HOSPITAL","INYO","District","Acute",20
"99",2009,141338,"SOUTHERN INYO HOSPITAL","INYO","District","Skilled Nursing/Intermediate Care",29
"100",2009,150706,"DELANO REGIONAL MEDICAL CENTER","KERN","Non-Profit","Acute",4798
"101",2009,150706,"DELANO REGIONAL MEDICAL CENTER","KERN","Non-Profit","Skilled Nursing/Intermediate Care",30
"102",2009,150722,"BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET","KERN","Non-Profit","Acute",19966
"103",2009,150722,"BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET","KERN","Non-Profit","Skilled Nursing/Intermediate Care",237
"104",2009,150736,"KERN MEDICAL CENTER","KERN","City/County","Acute",14730
"105",2009,150736,"KERN MEDICAL CENTER","KERN","City/County","Psychiatric",780
"106",2009,150737,"KERN VALLEY HEALTHCARE DISTRICT","KERN","District","Acute",747
"107",2009,150737,"KERN VALLEY HEALTHCARE DISTRICT","KERN","District","Skilled Nursing/Intermediate Care",184
"108",2009,150761,"MERCY HOSPITAL - BAKERSFIELD","KERN","Non-Profit","Acute",14883
"109",2009,150775,"GOOD SAMARITAN HOSPITAL-BAKERSFIELD","KERN","Investor","Acute",1494
"110",2009,150775,"GOOD SAMARITAN HOSPITAL-BAKERSFIELD","KERN","Investor","Psychiatric",2031
"111",2009,150775,"GOOD SAMARITAN HOSPITAL-BAKERSFIELD","KERN","Investor","Chemical Dependency",189
"112",2009,150782,"RIDGECREST REGIONAL HOSPITAL","KERN","Non-Profit","Acute",3246
"113",2009,150788,"SAN JOAQUIN COMMUNITY HOSPITAL","KERN","Non-Profit","Acute",19533
"114",2009,150808,"TEHACHAPI HOSPITAL","KERN","District","Acute",207
"115",2009,150808,"TEHACHAPI HOSPITAL","KERN","District","Skilled Nursing/Intermediate Care",19
"116",2009,154022,"HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL","KERN","Investor","Physical Rehabilitation",1478
"117",2009,154101,"BAKERSFIELD HEART HOSPITAL","KERN","Investor","Acute",3823
"118",2009,154147,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-BAKERSFIELD","KERN","Investor","Psychiatric",594
"119",2009,160702,"CORCORAN DISTRICT HOSPITAL","KINGS","District","Acute",339
"120",2009,160725,"HANFORD COMMUNITY MEDICAL CENTER","KINGS","Non-Profit","Acute",10650
"121",2009,160787,"CENTRAL VALLEY GENERAL HOSPITAL","KINGS","Non-Profit","Acute",6321
"122",2009,171049,"ST. HELENA HOSPITAL - CLEARLAKE","LAKE","Non-Profit","Acute",1889
"123",2009,171049,"ST. HELENA HOSPITAL - CLEARLAKE","LAKE","Non-Profit","Skilled Nursing/Intermediate Care",35
"124",2009,171395,"SUTTER LAKESIDE HOSPITAL","LAKE","Non-Profit","Acute",2461
"125",2009,171395,"SUTTER LAKESIDE HOSPITAL","LAKE","Non-Profit","Skilled Nursing/Intermediate Care",108
"126",2009,184008,"BANNER LASSEN MEDICAL CENTER","LASSEN","Non-Profit","Acute",1699
"127",2009,190017,"ALHAMBRA HOSPITAL","LOS ANGELES","Investor","Acute",3659
"128",2009,190017,"ALHAMBRA HOSPITAL","LOS ANGELES","Investor","Skilled Nursing/Intermediate Care",23
"129",2009,190017,"ALHAMBRA HOSPITAL","LOS ANGELES","Investor","Physical Rehabilitation",199
"130",2009,190020,"BHC ALHAMBRA HOSPITAL","LOS ANGELES","Non-Profit","Psychiatric",4019
"131",2009,190034,"ANTELOPE VALLEY HOSPITAL","LOS ANGELES","District","Acute",29351
"132",2009,190034,"ANTELOPE VALLEY HOSPITAL","LOS ANGELES","District","Psychiatric",633
"133",2009,190045,"CATALINA ISLAND MEDICAL CENTER","LOS ANGELES","Non-Profit","Acute",25
"134",2009,190045,"CATALINA ISLAND MEDICAL CENTER","LOS ANGELES","Non-Profit","Skilled Nursing/Intermediate Care",10
"135",2009,190049,"KINDRED HOSPITAL BALDWIN PARK","LOS ANGELES","Investor","Acute",724
"136",2009,190052,"BARLOW RESPIRATORY HOSPITAL","LOS ANGELES","Non-Profit","Acute",696
"137",2009,190053,"ST. MARY MEDICAL CENTER","LOS ANGELES","Non-Profit","Acute",13800
"138",2009,190053,"ST. MARY MEDICAL CENTER","LOS ANGELES","Non-Profit","Physical Rehabilitation",606
"139",2009,190066,"BELLFLOWER MEDICAL CENTER","LOS ANGELES","Investor","Acute",5027
"140",2009,190066,"BELLFLOWER MEDICAL CENTER","LOS ANGELES","Investor","Psychiatric",1138
"141",2009,190081,"BEVERLY HOSPITAL","LOS ANGELES","Non-Profit","Acute",10599
"142",2009,190110,"BROTMAN MEDICAL CENTER","LOS ANGELES","Investor","Acute",5241
"143",2009,190110,"BROTMAN MEDICAL CENTER","LOS ANGELES","Investor","Skilled Nursing/Intermediate Care",441
"144",2009,190110,"BROTMAN MEDICAL CENTER","LOS ANGELES","Investor","Psychiatric",1255
"145",2009,190110,"BROTMAN MEDICAL CENTER","LOS ANGELES","Investor","Chemical Dependency",954
"146",2009,190110,"BROTMAN MEDICAL CENTER","LOS ANGELES","Investor","Physical Rehabilitation",355
"147",2009,190125,"CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES","LOS ANGELES","Non-Profit","Acute",20415
"148",2009,190125,"CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES","LOS ANGELES","Non-Profit","Skilled Nursing/Intermediate Care",289
"149",2009,190137,"CASA COLINA HOSPITAL FOR REHAB MEDICINE","LOS ANGELES","Non-Profit","Physical Rehabilitation",1352
"150",2009,190148,"CENTINELA HOSPITAL MEDICAL CENTER","LOS ANGELES","Investor","Acute",20541
"151",2009,190148,"CENTINELA HOSPITAL MEDICAL CENTER","LOS ANGELES","Investor","Physical Rehabilitation",1
"152",2009,190150,"KEDREN COMMUNITY MENTAL HEALTH CENTER","LOS ANGELES","Non-Profit","Psychiatric",1077
"153",2009,190159,"TRI-CITY REGIONAL MEDICAL CENTER","LOS ANGELES","Non-Profit","Acute",3584
"154",2009,190163,"AURORA CHARTER OAK","LOS ANGELES","Investor","Psychiatric",4641
"155",2009,190170,"CHILDREN'S HOSPITAL OF LOS ANGELES","LOS ANGELES","Non-Profit","Acute",10953
"156",2009,190170,"CHILDREN'S HOSPITAL OF LOS ANGELES","LOS ANGELES","Non-Profit","Physical Rehabilitation",124
"157",2009,190176,"CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL","LOS ANGELES","Non-Profit","Acute",6341
"158",2009,190184,"COLLEGE HOSPITAL","LOS ANGELES","Investor","Psychiatric",6759
"159",2009,190196,"KINDRED HOSPITAL SOUTH BAY","LOS ANGELES","Investor","Acute",887
"160",2009,190197,"COMMUNITY HOSPITAL OF HUNTINGTON PARK","LOS ANGELES","Investor","Acute",3999
"161",2009,190198,"LOS ANGELES COMMUNITY HOSPITAL","LOS ANGELES","Investor","Acute",5927
"162",2009,190198,"LOS ANGELES COMMUNITY HOSPITAL","LOS ANGELES","Investor","Skilled Nursing/Intermediate Care",46
"163",2009,190200,"SAN GABRIEL VALLEY MEDICAL CENTER","LOS ANGELES","Investor","Acute",9633
"164",2009,190200,"SAN GABRIEL VALLEY MEDICAL CENTER","LOS ANGELES","Investor","Skilled Nursing/Intermediate Care",319
"165",2009,190232,"DEL AMO HOSPITAL","LOS ANGELES","Investor","Psychiatric",4508
"166",2009,190232,"DEL AMO HOSPITAL","LOS ANGELES","Investor","Chemical Dependency",71
"167",2009,190240,"LAKEWOOD REGIONAL MEDICAL CENTER","LOS ANGELES","Investor","Acute",7491
"168",2009,190240,"LAKEWOOD REGIONAL MEDICAL CENTER","LOS ANGELES","Investor","Physical Rehabilitation",180
"169",2009,190243,"DOWNEY REGIONAL MEDICAL CENTER","LOS ANGELES","Non-Profit","Acute",14793
"170",2009,190256,"EAST LOS ANGELES DOCTORS HOSPITAL","LOS ANGELES","Investor","Acute",5014
"171",2009,190256,"EAST LOS ANGELES DOCTORS HOSPITAL","LOS ANGELES","Investor","Skilled Nursing/Intermediate Care",15
"172",2009,190280,"ENCINO HOSPITAL MEDICAL CENTER","LOS ANGELES","Investor","Acute",2452
"173",2009,190280,"ENCINO HOSPITAL MEDICAL CENTER","LOS ANGELES","Investor","Skilled Nursing/Intermediate Care",23
"174",2009,190280,"ENCINO HOSPITAL MEDICAL CENTER","LOS ANGELES","Investor","Psychiatric",229
"175",2009,190298,"FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL","LOS ANGELES","Non-Profit","Acute",6401
"176",2009,190305,"KINDRED HOSPITAL - LOS ANGELES","LOS ANGELES","Investor","Acute",825
"177",2009,190307,"PACIFIC ALLIANCE MEDICAL CENTER, INC.","LOS ANGELES","Investor","Acute",6832
"178",2009,190307,"PACIFIC ALLIANCE MEDICAL CENTER, INC.","LOS ANGELES","Investor","Physical Rehabilitation",274
"179",2009,190315,"GARFIELD MEDICAL CENTER","LOS ANGELES","Investor","Acute",14209
"180",2009,190315,"GARFIELD MEDICAL CENTER","LOS ANGELES","Investor","Physical Rehabilitation",480
"181",2009,190317,"GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER","LOS ANGELES","Non-Profit","Psychiatric",854
"182",2009,190323,"GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE","LOS ANGELES","Non-Profit","Acute",19054
"183",2009,190323,"GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE","LOS ANGELES","Non-Profit","Skilled Nursing/Intermediate Care",455
"184",2009,190323,"GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE","LOS ANGELES","Non-Profit","Psychiatric",1647
"185",2009,190323,"GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE","LOS ANGELES","Non-Profit","Physical Rehabilitation",535
"186",2009,190328,"EAST VALLEY HOSPITAL MEDICAL CENTER","LOS ANGELES","Investor","Acute",1658
"187",2009,190328,"EAST VALLEY HOSPITAL MEDICAL CENTER","LOS ANGELES","Investor","Psychiatric",478
"188",2009,190352,"GREATER EL MONTE COMMUNITY HOSPITAL","LOS ANGELES","Investor","Acute",4261
"189",2009,190352,"GREATER EL MONTE COMMUNITY HOSPITAL","LOS ANGELES","Investor","Skilled Nursing/Intermediate Care",10
"190",2009,190380,"HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD","LOS ANGELES","Investor","Acute",3556
"191",2009,190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","Investor","Acute",21174
"192",2009,190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","Investor","Skilled Nursing/Intermediate Care",255
"193",2009,190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","Investor","Chemical Dependency",2
"194",2009,190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","Investor","Physical Rehabilitation",407
"195",2009,190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","Non-Profit","Acute",17294
"196",2009,190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","Non-Profit","Skilled Nursing/Intermediate Care",48
"197",2009,190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","Non-Profit","Physical Rehabilitation",240
"198",2009,190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","Non-Profit","Acute",20043
"199",2009,190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","Non-Profit","Skilled Nursing/Intermediate Care",774
"200",2009,190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","Non-Profit","Physical Rehabilitation",202
"201",2009,190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","Non-Profit","Acute",29649
"202",2009,190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","Non-Profit","Psychiatric",1174
"203",2009,190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","Non-Profit","Physical Rehabilitation",367
"204",2009,190410,"SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS","LOS ANGELES","Investor","Psychiatric",2774
"205",2009,190413,"CITRUS VALLEY MEDICAL CENTER - IC CAMPUS","LOS ANGELES","Non-Profit","Acute",6553
"206",2009,190413,"CITRUS VALLEY MEDICAL CENTER - IC CAMPUS","LOS ANGELES","Non-Profit","Skilled Nursing/Intermediate Care",751
"207",2009,190413,"CITRUS VALLEY MEDICAL CENTER - IC CAMPUS","LOS ANGELES","Non-Profit","Psychiatric",1424
"208",2009,190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","Non-Profit","Acute",26901
"209",2009,190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","Non-Profit","Skilled Nursing/Intermediate Care",1497
"210",2009,190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","Non-Profit","Psychiatric",14
"211",2009,190429,"KAISER FND HOSP - SUNSET","LOS ANGELES","Non-Profit","Acute",25159
"212",2009,190430,"KAISER FND HOSP - BELLFLOWER","LOS ANGELES","Non-Profit","Acute",16052
"213",2009,190431,"KAISER FND HOSP - SOUTH BAY","LOS ANGELES","Non-Profit","Acute",16589
"214",2009,190432,"KAISER FND HOSP - PANORAMA CITY","LOS ANGELES","Non-Profit","Acute",16544
"215",2009,190434,"KAISER FND HOSP - WEST LA","LOS ANGELES","Non-Profit","Acute",14106
"216",2009,190449,"KINDRED HOSPITAL - LA MIRADA","LOS ANGELES","Investor","Acute",2249
"217",2009,190455,"LANCASTER COMMUNITY HOSPITAL","LOS ANGELES","Investor","Acute",5918
"218",2009,190455,"LANCASTER COMMUNITY HOSPITAL","LOS ANGELES","Investor","Physical Rehabilitation",202
"219",2009,190462,"AURORA LAS ENCINAS HOSPITAL, LLC","LOS ANGELES","Investor","Psychiatric",1940
"220",2009,190462,"AURORA LAS ENCINAS HOSPITAL, LLC","LOS ANGELES","Investor","Chemical Dependency",521
"221",2009,190468,"PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS","LOS ANGELES","Investor","Acute",1547
"222",2009,190470,"PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE","LOS ANGELES","Non-Profit","Acute",20999
"223",2009,190470,"PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE","LOS ANGELES","Non-Profit","Skilled Nursing/Intermediate Care",2044
"224",2009,190475,"COMMUNITY HOSPITAL OF LONG BEACH","LOS ANGELES","Non-Profit","Acute",2787
"225",2009,190475,"COMMUNITY HOSPITAL OF LONG BEACH","LOS ANGELES","Non-Profit","Psychiatric",1156
"226",2009,190500,"MARINA DEL REY HOSPITAL","LOS ANGELES","Investor","Acute",4146
"227",2009,190517,"PROVIDENCE TARZANA MEDICAL CENTER","LOS ANGELES","Non-Profit","Acute",13948
"228",2009,190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","Investor","Acute",7859
"229",2009,190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","Investor","Skilled Nursing/Intermediate Care",112
"230",2009,190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","Non-Profit","Acute",12188
"231",2009,190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","Non-Profit","Psychiatric",1
"232",2009,190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","Non-Profit","Physical Rehabilitation",286
"233",2009,190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","Non-Profit","Acute",3549
"234",2009,190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","Non-Profit","Psychiatric",3340
"235",2009,190525,"LONG BEACH MEMORIAL MEDICAL CENTER","LOS ANGELES","Non-Profit","Acute",23566
"236",2009,190525,"LONG BEACH MEMORIAL MEDICAL CENTER","LOS ANGELES","Non-Profit","Physical Rehabilitation",660
"237",2009,190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","Non-Profit","Acute",16666
"238",2009,190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","Non-Profit","Skilled Nursing/Intermediate Care",975
"239",2009,190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","Non-Profit","Physical Rehabilitation",406
"240",2009,190534,"OLYMPIA MEDICAL CENTER","LOS ANGELES","Investor","Acute",6614
"241",2009,190541,"MONROVIA MEMORIAL HOSPITAL","LOS ANGELES","Investor","Acute",240
